Ticker,Name,Industry,Stock Price,Book value per Share,Cash per Share,Dividend per Share,EPS (Basic),Revenue per Share,Shareholders Equity per Share
GATX,GATX Corporation,Rental & Leasing Services,91.83,55.9143,8.3714,2.0286,4.27,34.5429,55.9143
HL,Hecla Mining Company,Gold,6.07,3.2282,0.2462,0.0163,-0.03,1.312,3.2282
CNO,"CNO Financial Group, Inc.",Insurance Life,24.81,38.6197,6.9852,0.4718,2.11,26.9085,38.6197
FHI,"Federated Hermes, Inc.",Asset Management,34.55,11.8438,4.6354,2.1642,3.23,15.0729,11.8438
CPA,"Copa Holdings, S.A.",Airlines,76.11,29.8605,20.6977,0.7905,-14.28,18.6279,29.8605
ITGR,Integer Holdings Corporation,Medical Devices,98.3,38.5152,1.4848,0,2.33,32.5152,38.5152
WERN,"Werner Enterprises, Inc.",Trucking,47.7,17.3188,0.4203,0.3607,2.44,34.3768,17.3188
ALHC,"Alignment Healthcare, Inc.",Healthcare Plans,18.28,49.2931,333.8341,0,-0.12,1544.6409,49.2931
JW.B,"John Wiley & Sons, Inc.",Publishing,57.89,19.4821,1.6786,1.3739,2.63,34.6786,19.4821
CWT,California Water Service Group,Utilities Regulated Water,63,18.6914,0.9133,0.8477,1.97,16.1202,18.6914
MANT,ManTech International Corporation,Software Application,79.18,39.475,1.025,1.2905,2.97,62.95,39.475
ASB,Associated Banc-Corp,Banks Regional,21.13,26.7386,4.6801,0.7322,1.86,7.2484,26.7386
VCYT,"Veracyte, Inc.",Biotechnology,47.72,7.9121,6.5622,0,-0.66,2.2067,7.9121
RAMP,"LiveRamp Holdings, Inc.",Information Technology Services,47.01,16.3037,8.7778,0,-1.36,6.6817,16.3037
PRG,"Aaron's Holdings Company, Inc.",Rental & Leasing Services,47.75,14.7184,0.5469,0.2056,-0.91,37.0896,14.7184
WD,"Walker & Dunlop, Inc.",Mortgage Finance,102.98,39.2852,15.701,1.4896,7.85,35.5967,39.2852
WDFC,WD-40 Company,Specialty Chemicals,233.01,11.7094,4.124,2.6323,4.4,29.837,11.7094
OFC,Corporate Office Properties Trust,Reit Office,28.5,14.8585,0.161,1.1036,0.87,5.4511,14.8585
CATY,Cathay General Bancorp,Banks Regional,40.31,30.3828,17.8562,1.24,2.87,7.7182,30.3828
SFNC,Simmons First National Corporation,Banks Regional,29.43,27.0981,31.6196,0.679,2.31,8.0092,27.0981
ARNA,"Arena Pharmaceuticals, Inc.",Biotechnology,52.43,19.7199,20.1581,0,-7.39,0.0058,19.7199
TSEM,Tower Semiconductor Ltd.,Semiconductors,29.47,13.6086,6.6284,0,0.8212,12.6551,13.6086
EQC,Equity Commonwealth,Reit Office,26.01,26.5794,24.5266,3.5279,3.56,0.5442,26.5794
SWCH,"Switch, Inc.",Information Technology Services,24.36,2.5137,0.8599,0.3627,0.14,4.834,2.5137
OSTK,"Overstock.com, Inc.",Internet Retail,73.48,9.1144,12.7059,0,1.24,62.1951,9.1144
AXNX,Axonics Inc.,Medical Devices,73.57,7.7707,6.5217,0,-1.48,3.016,7.7707
APAM,Artisan Partners Asset Management Inc.,Asset Management,52.54,3.2355,3.577,3.649,3.4,16.6472,3.2355
AGI,Alamos Gold Inc.,Gold,7.98,7.2746,0.6748,0.061,0.3846,2.0084,7.2746
KMT,Kennametal Inc.,Tools & Accessories,37.4,15.8333,1.8333,0.7945,0.65,21.9167,15.8333
CRTX,"Cortexyme, Inc.",Biotechnology,105.89,5.9042,4.5866,0,-2.63,0,5.9042
HAE,Haemonetics Corporation,Medical Instruments & Supplies,61.49,14.4348,3.7939,0,1.55,17.173,14.4348
CBT,Cabot Corporation,Specialty Chemicals,55.04,12.1228,2.6491,1.8596,-4.2,45.8596,12.1228
BMI,"Badger Meter, Inc.",Electrical Equipment & Parts,107.18,12.4349,2.4877,0.7001,1.69,14.6477,12.4349
JJSF,J & J Snack Foods Corp.,Packaged Foods,163.83,42.5789,13,2.2133,0.96,53.7895,42.5789
AG,First Majestic Silver Corp.,Silver,12.84,3.9746,1.2845,0,0.1099,1.7912,3.9746
VIRT,"Virtu Financial, Inc.",Capital Markets,26.03,12.041,19.9344,0.9877,5.16,23.877,12.041
BXS,BancorpSouth Bank,Banks Regional,29.44,27.3981,4.0521,0.7423,2.12,10.0971,27.3981
NNI,"Nelnet, Inc.",Credit Services,80.26,67.4872,24.5641,0.8148,9.02,45.7179,67.4872
PSEC,Prospect Capital Corporation,Asset Management,8.08,10.3096,0.1662,0.511,-0.04,1.6513,10.3096
LAW,"CS Disco, Inc.",Other,54.59,1.1582,1.0297,0,-0.4,1.2033,1.1582
SUN,Sunoco LP,Oil & Gas Refining & Marketing,37.23,7.6145,1.1687,4.2651,1.61,129.0361,7.6145
NUVA,"NuVasive, Inc.",Medical Devices,59.96,18.1176,20.1961,0,-0.72,20.6078,18.1176
DORM,"Dorman Products, Inc.",Auto Parts,96.68,26.6875,4.875,0,3.3,34.1563,26.6875
SWN,Southwestern Energy Company,Oil & Gas E&P,4.56,0.8659,0.0226,0,-5.42,4.0209,0.8659
UGP,Ultrapar Participacoes S.A.,Oil & Gas Refining & Marketing,2.83,1.6887,1.3629,0.0508,0.1579,14.3894,1.6887
KTOS,"Kratos Defense & Security Solutions, Inc.",Aerospace & Defense,24.72,8.0087,3.3074,0,0.67,6.4736,8.0087
GHC,Graham Holdings Company,Education & Training Services,619.86,751.8,202.2,5.994,58.13,577.8,751.8
COOK,"Traeger, Inc.",Other,26.18,4.0412,0.0983,0,0.27,4.643,4.0412
WWW,"Wolverine World Wide, Inc.",Footwear & Accessories,37.29,6.9259,4.284,0.4148,-1.7,22.1111,6.9259
VC,Visteon Corporation,Auto Parts,109.77,13.8214,17.8571,0.25,-2.01,91,13.8214
LAUR,Laureate Education Inc.,Education & Training Services,15.99,10.8429,4.1286,0,-2.92,4.881,10.8429
IBTX,"Independent Bank Group, Inc",Banks Regional,71.8,58.8241,42.5327,1.0587,4.67,14.0096,58.8241
TRN,"Trinity Industries, Inc.",Railroads,29.85,14.9914,1.9655,0.7905,-1.27,17.2328,14.9914
AHCO,AdaptHealth Corp.,Medical Devices,23.66,6.8269,1.9231,0,-3.08,20.3077,6.8269
FTI,TechnipFMC plc,Oil & Gas Equipment & Services,6.8,9.2517,10.7082,0.1318,-7.33,29.2361,9.2517
WOR,"Worthington Industries, Inc.",Metal Fabrication,59.42,26.3774,12.0755,0.9998,13.42,59.8302,26.3774
GMAB,Genmab A/S Sponsored ADR,Biotechnology,47.09,4.8379,4.0682,0,1.12,2.3765,4.8379
TAL,TAL Education Group,Education & Training Services,4.8,8.5139,12.5974,0,-0.19,7.3813,8.5139
KW,Kennedy-Wilson Holdings Inc.,Real Estate Services,21.91,11.7717,6.9056,0.9024,0.66,3.2267,11.7717
TRQ,Turquoise Hill Resources Ltd.,Copper,15.12,47.6464,5.5882,0,2.1272,5.6468,47.6464
FORM,"FormFactor, Inc.",Semiconductors,39.25,9.7036,3.3508,0,0.99,9.0455,9.7036
CALX,"Calix, Inc",Software Application,48.13,4.7453,2.2648,0,0.54,9.1621,4.7453
DOOR,Masonite International Corporation,Building Products & Equipment,124.08,27.4,15,0.2663,2.81,90.28,27.4
BBBY,Bed Bath & Beyond Inc.,Specialty Retail,28.33,10.5144,11.1406,0.1903,-1.24,76.0258,10.5144
ALXO,ALX Oncology Holdings Inc.,Biotechnology,75.07,10.7881,10.8978,0,-1.28,0.0297,10.7881
PRTA,Prothena Corporation plc,Biotechnology,68.13,4.6099,7.4341,0,-2.78,0.0214,4.6099
PAY,"Paymentus Holdings, Inc.",Information Technology Services,25.69,0.7182,0.3972,0,0.07,2.5687,0.7182
EAF,GrafTech International Ltd.,Electrical Equipment & Parts,11.26,-1.2276,0.541,0.1152,1.62,4.5672,-1.2276
CDLX,"Cardlytics, Inc.",Internet Content & Information,91.16,5.7764,10.7797,0,-2.04,6.8677,5.7764
CVET,"Covetrus, Inc.",Health Information Services,21.93,13.0254,2.4576,0,-0.22,36.7712,13.0254
AEL,American Equity Investment Life Holding Company,Insurance Life,31.62,71.4674,98.8644,0.3137,6.9,40.3587,71.4674
FOLD,"Amicus Therapeutics, Inc.",Biotechnology,11.26,1.1048,1.8658,0,-1.07,1.0078,1.1048
HP,"Helmerich & Payne, Inc.",Oil & Gas Drilling,27.8,30.7315,5.7685,2.4105,-4.6,16.4259,30.7315
AUB,Atlantic Union Bankshares Corporation,Banks Regional,37.98,34.3399,6.2554,1,1.93,8.515,34.3399
PTCT,"PTC Therapeutics, Inc.",Biotechnology,42.33,7.2999,16.7202,0,-6.64,5.7667,7.2999
SHLS,"Shoals Technologies Group, Inc.",Solar,31.86,-1.1488,0.0628,0,0.21,1.0951,-1.1488
MANU,Manchester United Ltd.,Leisure,18.29,2.6423,0.3896,0.1783,-0.18,3.9019,2.6423
UNIT,Uniti Group Inc.,Reit Specialty,12.81,-10.5,0.3824,0.6765,-3.47,5.1765,-10.5
YSG,Yatsen Holding Limited Sponsored ADR,Specialty Retail,4.7001,1.6577,1.3885,0,-2.93,1.2004,1.6577
JELD,"JELD-WEN Holding, Inc.",Building Products & Equipment,29.49,9.9406,7.297,0,0.9,41.9406,9.9406
INSM,"Insmed, Inc.",Biotechnology,26.88,2.8265,5.4583,0,-3.01,1.6845,2.8265
GPI,"Group 1 Automotive, Inc.",Auto & Truck Dealerships,166.21,81.4382,4.9045,0.618,15.51,609.6517,81.4382
ACVA,ACV Auctions Inc.,Software Application,19,1.4702,1.5162,0,-0.27,1.3516,1.4702
AX,"AXOS FINANCIAL, INC",Banks Regional,49.6,23.6538,17.5548,0,3.56,10.873,23.6538
SI,Silvergate Capital Corporation,Banks Regional,114.25,15.7295,158.4766,0,1.36,4.8481,15.7295
VRNT,Verint Systems Inc.,Software Infrastructure,44.67,22.5846,11.4154,0.0833,-0.23,19.6,22.5846
MD,"MEDNAX, Inc.",Medical Care Facilities,34.53,8.9574,14.7371,0,-9.55,20.792,8.9574
GOL,Gol Linhas Aereas Inteligentes S.A.,Airlines,8.04,-7.7915,0.8907,0.0348,-3.2403,3.4461,-7.7915
MGEE,MGE Energy Inc.,Utilities Diversified,80.67,27.4065,1.2636,1.4526,2.6,15.125,27.4065
OSCR,"Oscar Health, Inc.",Healthcare Plans,14.05,5.1147,9.4125,0,,5.2717,5.1147
ADV,Advantage Solutions Inc.,Advertising Agencies,9.15,11.2835,0.9854,0,-0.73,14.1365,11.2835
THRM,Gentherm Inc,Auto Parts,87.98,17.7576,8.1212,0,1.81,27.6667,17.7576
PDCO,"Patterson Companies, Inc.",Medical Distribution,30.29,10.0313,1.4896,0.7832,1.61,61.5833,10.0313
CRVL,CorVel Corp.,Insurance Brokers,162.33,12.2924,7.7923,0,2.55,30.8223,12.2924
MNTV,Momentive Global Inc.,Software Application,19.85,2.476,1.6057,0,-0.65,2.6851,2.476
FOCS,Focus Financial Partners Inc.,Capital Markets,52.09,11.0204,1.3469,0.4583,0.57,27.7755,11.0204
YELP,Yelp Inc.,Internet Content & Information,38.74,11.7115,8.3145,0,-0.27,11.9572,11.7115
SFM,"Sprouts Farmers Market, Inc.",Grocery Stores,24.71,7.4661,1.4492,0,2.43,54.822,7.4661
SPXC,SPX Corporation,Specialty Industrial Machinery,63.68,13.9778,1.5111,0,2.12,34.6667,13.9778
MAIN,Main Street Capital Corporation,Asset Management,42.01,23.0573,0.487,2.1986,0.45,1.7365,23.0573
AVA,Avista Corporation,Utilities Diversified,41.43,29.8529,0.2059,1.6214,1.9,19.4412,29.8529
CNNE,"Cannae Holdings, Inc.",Restaurants,31.62,43.9535,8.8372,0,20.79,6.814,43.9535
PEB,Pebblebrook Hotel Trust,Reit Hotel & Motel,21.9,24.8626,0.9466,0.4119,-3.25,3.3817,24.8626
PRMW,Primo Water Corporation,Beverages Non Alcoholic,17.7,8.6899,0.7444,0.2555,-0.8948,13.2678,8.6899
ZIP,"ZipRecruiter, Inc.",Staffing & Employment Services,24.9,1.0867,1.438,0,0.7,5.2497,1.0867
LGF.A,Lions Gate Entertainment Corp.,Entertainment,12.88,12.638,2.3937,0,-0.09,14.8054,12.638
NVMI,Nova Ltd.,Semiconductor Equipment & Materials,100.65,13.2235,15.0861,0,1.71,9.5881,13.2235
PBH,Prestige Consumer Healthcare Inc.,Medical Distribution,56.79,27.16,0.64,0,3.25,18.86,27.16
TPH,Tri Pointe Homes Inc.,Residential Construction,24.18,17.3101,4.814,0,2.17,25.2713,17.3101
CTKB,"Cytek Biosciences, Inc.",Other,21.14,1.3406,1.2491,0,0.02,0.6981,1.3406
LC,LendingClub Corporation,Credit Services,28.74,8.0444,6.9889,0,-2.07,5.7222,8.0444
MRCY,Mercury Systems Inc,Aerospace & Defense,50.91,26.9475,2.0701,0,1.12,16.7786,26.9475
RPAI,"Retail Properties of America, Inc.",Reit Retail,13.13,7.397,0.1969,0.3823,0.07,2.0264,7.397
RXT,"Rackspace Technology, Inc.",Software Infrastructure,13.5,7.6889,0.5833,0,-1.37,15.0389,7.6889
CSTM,Constellium SE,Aluminum,19.9,-1.0144,3.8633,0,-0.17,40.0935,-1.0144
TBIO,"Translate Bio, Inc.",Biotechnology,37.23,5.2837,9.7578,0,-0.8,2.0558,5.2837
ONB,Old National Bancorp,Banks Regional,16.95,17.9628,3.5784,0.5616,1.36,5.0503,17.9628
FIBK,"First Interstate BancSystem, Inc.",Banks Regional,45.39,30.8118,35.792,2.0216,2.53,10.1365,30.8118
HTH,Hilltop Holdings Inc.,Banks Regional,34.21,26.1124,20.6463,0.3654,4.6,23.7528,26.1124
MMYT,MakeMyTrip Limited,Travel Services,25.84,8.0152,3.9795,0,-0.52,1.5304,8.0152
BCRX,"BioCryst Pharmaceuticals, Inc.",Biotechnology,15.66,-0.1152,1.809,0,-1.09,0.1065,-0.1152
USM,United States Cellular Corporation,Telecom Services,32.01,51.2907,15.0465,0,2.63,46.9419,51.2907
CRC,California Resources Corporation,Oil & Gas E&P,33.49,13.7108,0.3373,0.0241,22.59,19.3855,13.7108
FBP,First BanCorp.,Banks Regional,13,10.4885,6.8871,0.2002,0.46,3.2708,10.4885
DOMO,"Domo, Inc.",Software Application,89.53,-2.8477,3.0979,0,-2.89,7.1714,-2.8477
HHR,HeadHunter Group PLC Sponsored ADR,Staffing & Employment Services,54.2,0.9263,0.9069,0.5182,0.48,2.2799,0.9263
CYRX,"CryoPort, Inc.",Integrated Freight & Logistics,60.6,9.919,2.4186,0,-1.94,2.0397,9.919
CVBF,CVB Financial Corporation,Banks Regional,20.45,14.7613,14.7152,0.7239,1.3,3.3758,14.7613
FIX,"Comfort Systems USA, Inc.",Engineering & Construction,75.97,18.8108,1.4865,0.4189,4.09,77.2162,18.8108
BRC,Brady Corporation,Security & Protection Services,53.07,16.283,4.1132,0.8633,2.11,20.3962,16.283
TRMR,Tremor International Ltd. Sponsored ADR,Advertising Agencies,20.5,2.452,0.7263,0,0.0137,1.6835,2.452
RLAY,"Relay Therapeutics, Inc.",Biotechnology,29.94,8.4898,7.5418,0,-2.56,0.9193,8.4898
AGIO,"Agios Pharmaceuticals, Inc.",Biotechnology,45.05,5.79,8.3036,0,-4.74,2.945,5.79
BH.A,Biglari Holdings Inc.,Restaurants,884.8999,182.0819,38.35,0,-12.24,139.7625,182.0819
UFS,Domtar Corporation,Paper & Paper Products,54.9,41.0909,5.6182,0.9273,-2.29,66.4,41.0909
ACAD,ACADIA Pharmaceuticals Inc.,Biotechnology,17.11,3.9853,4.0167,0,-1.79,2.8078,3.9853
MODV,ModivCare Inc.,Medical Care Facilities,195.56,29.4286,13.0714,0,2.37,97.7857,29.4286
SWI,SolarWinds Corp.,Software Infrastructure,17.37,19.3891,2.386,0,1.02,6.564,19.3891
OMI,"Owens & Minor, Inc.",Medical Distribution,37.5,11.3016,1.873,0.0103,0.47,134.6032,11.3016
RMBS,"Rambus, Inc.",Semiconductors,24.41,8.0589,4.4382,0,-0.38,2.1434,8.0589
ERAS,"Erasca, Inc.",Other,23.01,0.903,0.9979,0,-0.85,0,0.903
NHI,"National Health Investors, Inc.",Reit Healthcare Facilities,59.68,33.8283,0.962,4.3535,4.14,7.2823,33.8283
GDOT,Green Dot Corporation,Credit Services,50.64,19.4231,28.7885,0,0.42,24.1154,19.4231
ENLC,"EnLink Midstream, LLC",Oil & Gas Midstream,5.58,3.0552,0.0818,0,-0.86,8.0082,3.0552
NKTR,Nektar Therapeutics,Biotechnology,14.95,6.0168,5.933,0,-2.49,0.8547,6.0168
ACCD,"Accolade, Inc.",Health Information Services,46.84,13.3075,14.7727,0,-1.72,5.8003,13.3075
MYGN,"Myriad Genetics, Inc.",Diagnostics & Research,35.31,12.3553,2.9341,0,-2.69,8.5949,12.3553
MEOH,Methanex Corporation,Chemicals,35.85,15.1202,11.051,0.4737,-2.1664,36.7058,15.1202
MED,MEDIFAST INC,Personal Services,231.7,13.3588,14.8224,4.5187,8.68,79.4191,13.3588
DCBO,Docebo Inc.,Software Application,82.99,6.9352,7.5915,0,-0.2747,2.2893,6.9352
KYMR,"Kymera Therapeutics, Inc.",Biotechnology,60.26,16.3628,17.0726,0,-3.15,1.9617,16.3628
FLGT,FULGENT GENETIC,Diagnostics & Research,93.06,25.0898,13.1915,0,8.91,18.5825,25.0898
JOE,St. Joe Company (The),Real Estate Diversified,46.02,9.3374,1.881,0.0699,0.77,2.7208,9.3374
SJI,"South Jersey Industries, Inc.",Utilities Diversified,24.37,17.1237,0.3505,1.1819,1.62,15.7732,17.1237
TWOU,"2U, Inc.",Education & Training Services,36.19,14.0149,7.7298,0,-3.22,11.5356,14.0149
EGHT,8x8 Inc,Software Application,24.5,1.5185,1.5236,0,-1.57,5.0364,1.5185
SCL,Stepan Company,Specialty Chemicals,117.15,42.913,15.2174,1.1046,5.45,81.3043,42.913
TAC,TransAlta Corporation,Utilities Independent Power Producers,9.95,9.3272,2.1011,0.1276,-0.9576,5.6058,9.3272
HSKA,Heska Corporation,Diagnostics & Research,264.16,33.1738,9.9773,0,-1.66,22.804,33.1738
BUR,Burford Capital Limited,Asset Management,12.25,7.7565,1.5463,0,0.8327,1.0214,7.7565
IBOC,International Bancshares Corporation,Banks Regional,42.31,34.1777,31.3411,1.0973,2.62,8.4498,34.1777
UCBI,"United Community Banks, Inc.",Banks Regional,30.68,24.1393,19.3381,0.7082,1.91,7.9574,24.1393
LOB,"Live Oak Bancshares, Inc.",Banks Regional,62.01,13.9635,7.9852,0.1206,1.43,7.2175,13.9635
CADE,Cadence Bancorp,Banks Regional,21.46,16.8333,16.3012,0.3507,-1.63,7.3254,16.8333
ENR,"Energizer Holdings, Inc.",Electrical Equipment & Parts,39.11,4.4783,18.1159,1.2377,-1.59,39.7826,4.4783
MTX,Minerals Technologies Inc.,Chemicals,79.19,42.9706,10.9412,0.2206,3.29,46.9118,42.9706
MOMO,Hello Group Inc. Sponsored ADR,Internet Content & Information,12.94,10.7596,8.0385,0.8282,1.54,10.4663,10.7596
SWIM,"Latham Group, Inc.",Building Products & Equipment,22.12,1.7992,0.4925,0,0.13,3.3497,1.7992
CVA,Covanta Holding Corporation,Waste Management,20.02,2.3485,0.5,0.6742,-0.21,14.4242,2.3485
GBDC,"Golub Capital BDC, Inc.",Asset Management,15.82,16.0899,1.2356,0.9161,0.37,2.1502,16.0899
SRNE,"Sorrento Therapeutics, Inc.",Biotechnology,9.15,0.7186,0.2457,0,-1.3,0.174,0.7186
MGY,Magnolia Oil & Gas Corp,Oil & Gas E&P,15.09,3.2958,1.1608,0.0041,-7.27,3.2147,3.2958
BAND,Bandwidth Inc.,Software Infrastructure,105.12,17.8443,5.0403,0,-1.83,14.2412,17.8443
CRNCY,Cairn Energy PLC,Oil & Gas E&P,5.33,2.2783,1.1627,0,-0.8463,0.7312,2.2783
FULT,Fulton Financial Corporation,Banks Regional,16.17,16.1543,11.4064,0.5615,1.09,5.2716,16.1543
GKOS,Glaukos Corporation,Medical Instruments & Supplies,56.82,14.9898,9.0793,0,-2.7,5.0556,14.9898
SAGE,"Sage Therapeutics, Inc.",Biotechnology,44.84,39.8462,40.3846,0,11.43,21.4231,39.8462
MWA,MUELLER WATER PRODUCTS,Specialty Industrial Machinery,16.56,4.0621,1.3245,0.2098,0.45,6.1096,4.0621
PSMT,"PriceSmart, Inc.",Discount Stores,86.28,27.7333,11.5333,0.7176,2.55,110.9667,27.7333
PCRX,"Pacira BioSciences, Inc.",Drug Manufacturers Specialty & Generic,59.4,14.5298,12.2331,0,3.33,10.0688,14.5298
AMWL,American Well Corporation,Health Information Services,10.51,5.1952,4.4269,0,-0.95,1.041,5.1952
COLB,"Columbia Banking System, Inc.",Banks Regional,36.91,33.1475,9.2294,1.3483,2.17,8.537,33.1475
HEPS,D-MARKET Electronic Services & Trading Unsponsored ADR,Other,9.21,-1.9882,1.4966,0,,16.1002,-1.9882
SAVE,"Spirit Airlines, Inc.",Airlines,24.86,26.4706,23.1412,0,-5.06,21.2941,26.4706
ZNTL,"Zentalis Pharmaceuticals, Inc.",Biotechnology,64.17,7.519,8.2481,0,-2.87,0,7.519
BOOT,"Boot Barn Holdings, Inc.",Apparel Retail,88.93,13.6499,2.5284,0,2.01,30.8846,13.6499
PLXS,Plexus Corp.,Electronic Components,91.39,33.6897,13.3793,0,3.93,116.8966,33.6897
LGF.B,Lions Gate Entertainment Corp.,Entertainment,11.74,12.638,2.3937,0,-0.09,14.8054,12.638
NSTG,"NanoString Technologies, Inc.",Medical Instruments & Supplies,57.49,7.8537,11.2768,0,-2.82,3.0017,7.8537
FBC,"Flagstar Bancorp, Inc.",Banks Regional,49.32,39.237,11.1062,0.1961,9.59,38.2209,39.237
HLIO,"Helios Technologies, Inc",Specialty Industrial Machinery,80.62,18.9479,0.7791,0.3599,0.44,16.3002,18.9479
NUS,"Nu Skin Enterprises, Inc.",Household & Personal Products,51.84,17.1923,8.1538,1.5074,3.63,49.6538,17.1923
AVIR,"Atea Pharmaceuticals, Inc.",Biotechnology,31.35,6.6451,10.3123,0,-0.13,0.5899,6.6451
SANM,Sanmina Corporation,Electronic Components,39.87,23.6232,6.971,0,1.97,100.8696,23.6232
GSHD,Goosehead Insurance Inc.,Insurance Diversified,137.99,-0.2905,1.5631,2.6629,0.51,6.9728,-0.2905
VNET,"21Vianet Group, Inc.",Information Technology Services,17.85,8.403,4.1847,0,-0.65,5.8556,8.403
SIMO,Silicon Motion Technology Corporation,Semiconductors,74.03,16.0018,10.531,1.403,2.29,15.5098,16.0018
INDB,Independent Bank Corp.,Banks Regional,78.22,51.2033,39.0706,1.8292,3.64,13.9659,51.2033
VCEL,Vericel Corporation,Biotechnology,55.61,2.969,1.6764,0,0.06,2.746,2.969
BDC,Belden Inc,Electrical Equipment & Parts,57.62,16.6889,11.1556,0.2006,-1.23,41.4,16.6889
AIN,Albany International Corporation,Textile Manufacturing,79.6,25.5,7.5313,0.7678,3.05,28.1563,25.5
FUN,"Cedar Fair, L.P.",Leisure,45.46,-12,6.7321,0.9468,-10.45,3.25,-12
TIL,"Instil Bio, Inc.",Biotechnology,19.99,2.2803,1.8853,0,-0.29,0.0011,2.2803
TARO,Taro Pharmaceutical Industries Ltd.,Drug Manufacturers Specialty & Generic,68.07,44.596,26.7995,0,-10.12,14.3673,44.596
ATAI,atai Life Sciences N.V.,Biotechnology,16.6,15.6221,16.727,0,-29.21,0,15.6221
RSKD,Riskified Ltd.,Other,28.92,1.3103,1.36,0,-0.13,1.9131,1.3103
MLHR,"Herman Miller, Inc.","Furnishings, Fixtures & Appliances",43.48,14.4068,6.8475,0.5847,2.91,41.7797,14.4068
GSAT,"Globalstar, Inc.",Telecom Services,1.43,0.2576,0.0104,0,-0.07,0.0782,0.2576
IFS,Intercorp Financial Services Inc.,Banks Regional,22.2,21.4174,46.6853,1.7425,0.95,14.5391,21.4174
CENT,Central Garden & Pet Company,Packaged Foods,47.4,19.9444,12.3333,0,2.2,49.9259,19.9444
CRSR,"Corsair Gaming, Inc.",Computer Hardware,27.54,4.75,1.4457,0,1.12,18.5,4.75
ITCI,Intra-Cellular Therapies Inc.,Biotechnology,31.43,9.335,9.3633,0,-3.23,0.3242,9.335
VRRM,VERRA MOBILITY CORP,Security & Protection Services,15.7,2.1407,0.7486,0,-0.02,2.4351,2.1407
STEM,"Stem, Inc.",Software Infrastructure,25.32,0.1046,0.0196,0,-0.0867,0,0.1046
TIMB,TIM S.A. Sponsored ADR,Telecom Services,11.72,1.0209,0.2162,0.0508,0.08,0.7605,1.0209
MLI,"Mueller Industries, Inc.",Metal Fabrication,45.24,13.875,2.2679,0.3989,2.47,42.8214,13.875
RUSHA,"Rush Enterprises, Inc.",Auto & Truck Dealerships,45.16,23.0545,5.6727,0.4084,2.04,86.1091,23.0545
AVAV,"AeroVironment, Inc.",Aerospace & Defense,103.44,25.451,7.514,0,0.96,16.4205,25.451
PTVE,Pactiv Evergreen Inc.,Packaging & Containers,14.23,7.3356,3.137,0,-0.18,32.1164,7.3356
MOG.A,Moog Inc.,Aerospace & Defense,78.4,37.6667,2.5758,0.7639,0.28,87.4242,37.6667
ODP,The ODP Corporation,Specialty Retail,46.55,35.4717,13.7547,0.2453,-6.02,183.2075,35.4717
ACA,"Arcosa, Inc.",Infrastructure Operations,52.23,39.4208,1.9958,0.2042,2.18,40.3333,39.4208
EAT,"Brinker International, Inc.",Restaurants,54.8,-6.6659,0,0.033,0.63,73.3582,-6.6659
ROCK,"Gibraltar Industries, Inc.",Building Products & Equipment,76.39,22.5455,0.9697,0,1.96,31.303,22.5455
CORT,Corcept Therapeutics Incorporated,Biotechnology,21.53,4.5345,3.8185,0,0.85,3.0662,4.5345
SHO,"Sunstone Hotel Investors, Inc.",Reit Hotel & Motel,11.63,9.4861,1.9259,0.7327,-1.93,1.2407,9.4861
OPK,"OPKO Health, Inc.",Diagnostics & Research,3.86,2.6084,0.1123,0,0.05,2.2387,2.6084
REGI,"Renewable Energy Group, Inc.",Oil & Gas Refining & Marketing,51.84,30.1026,6.1026,0,2.76,54.7949,30.1026
BALY,Bally's Corporation,Resorts & Casinos,51.75,10.4422,4.0555,0.1023,-0.18,11.9045,10.4422
B,"Barnes Group, Inc.",Specialty Industrial Machinery,48.85,27.1176,1.6471,0.6353,1.24,22.0392,27.1176
AGTI,"Agiliti, Inc.",Health Information Services,20.24,4.4654,2.0913,0,-0.23,7.8126,4.4654
ABR,Arbor Realty Trust,Reit Mortgage,18.34,11.809,4.7183,1.4351,1.41,5.9644,11.809
IGMS,"IGM Biosciences, Inc.",Biotechnology,74.28,12.4174,11.9118,0,-2.65,0,12.4174
NMRK,"Newmark Group, Inc.",Real Estate Services,13.39,3.7687,1.4405,0.1294,0.39,10.6361,3.7687
FSS,Federal Signal Corporation,Pollution & Treatment Controls,40.54,11.7,1.3667,0.3233,1.56,18.85,11.7
